Dates,Within 6 Months,Within 12 Months,Within 24 Months,Recession
date,number,number,number,number
1997-12-01,0.012298927797672407,0.06427791956853966,0.27314050253016825,-1
1998-01-01,0.012648428546070465,0.06667611279506205,0.28556954497953957,-1
1998-02-01,0.012558104169668455,0.06844240086608734,0.29531029004005716,-1
1998-03-01,0.012094337450142137,0.06826954244065585,0.2953164446877814,-1
1998-04-01,0.012117446261049259,0.06980770132563657,0.30033339571789175,-1
1998-05-01,0.013237971620167259,0.07236550332719906,0.29944541575133715,-1
1998-06-01,0.013819829091274594,0.07209751372388803,0.290114054847148,-1
1998-07-01,0.01585817931869765,0.07448227317110302,0.2869624066945987,-1
1998-08-01,0.02489330858408508,0.08956966441353523,0.30369475399915014,-1
1998-09-01,0.03467350270357503,0.1098962168100832,0.3308631281928587,-1
1998-10-01,0.03600728695817203,0.11880671540750792,0.3485481027841269,-1
1998-11-01,0.03598500782014435,0.1222174266095008,0.35381529055901395,-1
1998-12-01,0.03209311513719401,0.1120648660873548,0.3314659626450766,-1
1999-01-01,0.02921097096694703,0.10651446037426757,0.32276312698477205,-1
1999-02-01,0.030087314037158988,0.10750915615152554,0.32028305769452386,-1
1999-03-01,0.0324822406211339,0.11272603316466132,0.3270957702833538,-1
1999-04-01,0.030920680266350666,0.10930127542919316,0.32397441784062286,-1
1999-05-01,0.030996284925159802,0.10947490211483953,0.3257741098924517,-1
1999-06-01,0.027975469345454092,0.10022879344431951,0.3082927769395863,-1
1999-07-01,0.02903567138001059,0.10415248492922627,0.31821528265504667,-1
1999-08-01,0.02516082071291928,0.09595816235388933,0.3107853586685214,-1
1999-09-01,0.0236813984747802,0.09444584163332659,0.31593897241782787,-1
1999-10-01,0.02283154305188663,0.09364980218056493,0.3216697177651394,-1
1999-11-01,0.026651081275062945,0.10770404315894988,0.3530979213863321,-1
1999-12-01,0.03444812082199353,0.1390047198114741,0.4086234605722302,-1
2000-01-01,0.046628941847960154,0.16892840716717425,0.4556560201663502,-1
2000-02-01,0.052492158249675284,0.18574482446312732,0.48819892877005533,-1
2000-03-01,0.05361750732607112,0.19285238897253568,0.5100659033185808,-1
2000-04-01,0.0688810917999586,0.22695110297463097,0.549333105246066,-1
2000-05-01,0.08541594389267093,0.26532689431184625,0.5903885662350201,-1
2000-06-01,0.11835946416048083,0.322839263292031,0.6376477279228585,-1
2000-07-01,0.11755752422771121,0.3286887544981283,0.6541493616695406,-1
2000-08-01,0.11384331928127463,0.3333226439797533,0.6675709383593699,-1
2000-09-01,0.12715113138105893,0.36252611854684236,0.6913736546872746,-1
2000-10-01,0.19739456576889802,0.4362532290097098,0.7287663234028651,-1
2000-11-01,0.27078976962678925,0.49410014743143327,0.7535075668310747,-1
2000-12-01,0.3523877732175116,0.5505825949591797,0.7750622547542823,-1
2001-01-01,0.3641292100534531,0.5653263415142831,0.7802467597691355,-1
2001-02-01,0.39451219481321176,0.5835275382640941,0.7812997313529513,-1
2001-03-01,0.428365260905873,0.5834212409821586,0.7580517268703033,-1
2001-04-01,0.44314346990225767,0.5782394806917697,0.7385083148833235,100
2001-05-01,0.4455119650128528,0.5658858782421297,0.716771152885604,100
2001-06-01,0.4536634865038551,0.5471386696530404,0.6838016362891766,100
2001-07-01,0.4370299070532827,0.5033850851178752,0.6226711860813626,100
2001-08-01,0.48053094930208884,0.50934553065357,0.6035210543528182,100
2001-09-01,0.5125756452050514,0.5103633329045353,0.5857175984983685,100
2001-10-01,0.5299714632924318,0.5039305560745098,0.563815892882898,100
2001-11-01,0.4762069170716918,0.44560114506511184,0.4990538892268502,100
2001-12-01,0.4403858195826361,0.4025264128980746,0.4475465773585326,-1
2002-01-01,0.42327557055446474,0.3728058419373161,0.40802361341419346,-1
2002-02-01,0.3771372490122455,0.32823794386958033,0.36016442152656786,-1
2002-03-01,0.3136291899142282,0.2748417521516626,0.30689596092079857,-1
2002-04-01,0.2742404125229251,0.23944459709449917,0.2725763784740578,-1
2002-05-01,0.2423444253419823,0.21164467491835454,0.2469957554066534,-1
2002-06-01,0.22383301189423677,0.19438789875194218,0.2327807893782622,-1
2002-07-01,0.21703655692344487,0.18664126705244988,0.229956801784576,-1
2002-08-01,0.19830899716657333,0.1720697523133526,0.22036230020055692,-1
2002-09-01,0.18685297243794433,0.16262470216994335,0.21498739301406253,-1
2002-10-01,0.16955162136706942,0.15003963811024398,0.20592225135632672,-1
2002-11-01,0.169258489976745,0.1531309036739656,0.2164861715719839,-1
2002-12-01,0.17752733526512587,0.16239291747923318,0.23486853778481892,-1
2003-01-01,0.1823742125184126,0.16634732991933066,0.243666338821971,-1
2003-02-01,0.18286956746514998,0.16650910684774398,0.246334325600291,-1
2003-03-01,0.1921508142627495,0.17296541732074255,0.2547118048447796,-1
2003-04-01,0.1823104716239931,0.16916537287689123,0.2559940066924413,-1
2003-05-01,0.16952218373609565,0.16454262773926592,0.25687355369137505,-1
2003-06-01,0.15130079496101345,0.1555848943089711,0.2528651732943086,-1
2003-07-01,0.12437788620468093,0.1326703847561028,0.2246984022555464,-1
2003-08-01,0.09968870490214625,0.10836376343402936,0.18883667458353276,-1
2003-09-01,0.07937332460911865,0.08729060549497503,0.1565773743560048,-1
2003-10-01,0.0632485349899025,0.07108984764461641,0.13330289395524028,-1
2003-11-01,0.050684603976014445,0.06008563832580206,0.120957645837266,-1
2003-12-01,0.04045570240230692,0.04998170386537541,0.10845523717455859,-1
2004-01-01,0.03222025615726295,0.04100368522934363,0.09559605000591531,-1
2004-02-01,0.02567196545360556,0.03367389412351064,0.08448058625631089,-1
2004-03-01,0.020478601525111943,0.02783898719363285,0.07535909834460044,-1
2004-04-01,0.016449733767880406,0.02418381224934289,0.07246056772308464,-1
2004-05-01,0.01335551230854812,0.022098736234803185,0.07286771674999928,-1
2004-06-01,0.010799925915024388,0.019767555224475847,0.07025740477070332,-1
2004-07-01,0.008769191210755204,0.017988499728831903,0.06815053220145977,-1
2004-08-01,0.007391796399671984,0.01889853761747822,0.07499032631908137,-1
2004-09-01,0.006405632348837671,0.02064502134697248,0.08407087827249929,-1
2004-10-01,0.006726273626330857,0.027436997485792217,0.10168511706935665,-1
2004-11-01,0.006393974453203543,0.029586102413274515,0.1121206959039468,-1
2004-12-01,0.005762313035030669,0.02940852388740274,0.11608297024686105,-1
2005-01-01,0.006599366211961049,0.038523813687437854,0.1453821279196207,-1
2005-02-01,0.008692914809471933,0.05790023562491596,0.19628013970752162,-1
2005-03-01,0.011807901780262385,0.07862335234053,0.24606836985210376,-1
2005-04-01,0.012242866978660743,0.08248879805792278,0.2669093349922309,-1
2005-05-01,0.011538579001315767,0.08241247256311389,0.28404429513359336,-1
2005-06-01,0.011270498858505305,0.08539289722508,0.30088270540450057,-1
2005-07-01,0.011108743183510253,0.09180220748382659,0.32510110783960566,-1
2005-08-01,0.010784086259452041,0.0913662178509086,0.3314836097056366,-1
2005-09-01,0.010707915509563123,0.09149434202669891,0.34131275672601946,-1
2005-10-01,0.01333709150047541,0.1100848546601931,0.3835697430515729,-1
2005-11-01,0.0255330908702723,0.1725537333062857,0.4598097311073257,-1
2005-12-01,0.13194066028503898,0.3142409552942243,0.5581160893766726,-1
2006-01-01,0.1597267462485019,0.40275247596269237,0.6298913846040322,-1
2006-02-01,0.14394218014362223,0.40787701722801495,0.6588796353212603,-1
2006-03-01,0.12072746936540275,0.3569673143153147,0.6308934911017293,-1
2006-04-01,0.10212004937762523,0.3262047395613074,0.630738591450757,-1
2006-05-01,0.0946023736358751,0.32998147953318924,0.6493033989997861,-1
2006-06-01,0.08968454920932982,0.3432469292424413,0.6745262483856814,-1
2006-07-01,0.10220279287367137,0.3820911369927761,0.7073071118965353,-1
2006-08-01,0.12440265260343199,0.4383382137452022,0.7452862388938328,-1
2006-09-01,0.14009638654517467,0.4838437625862866,0.7762208738644558,-1
2006-10-01,0.1382104424397353,0.501423080655734,0.7950478603154837,-1
2006-11-01,0.14631308631916076,0.5257889557228913,0.8121201543461836,-1
2006-12-01,0.13945800365271505,0.5072910672519708,0.8069188999594588,-1
2007-01-01,0.1271159081419338,0.4524231479012539,0.7638022275024894,-1
